"Kod";"Nazwa";"ogółem;ogółem;2010;[zł]";"ogółem;ogółem;2011;[zł]";"ogółem;ogółem;2012;[zł]";"ogółem;ogółem;2013;[zł]";"ogółem;ogółem;2014;[zł]";"ogółem;ogółem;2015;[zł]";"ogółem;ogółem;2016;[zł]";"ogółem;ogółem;2017;[zł]";"ogółem;ogółem;2018;[zł]";"ogółem;ogółem;2019;[zł]";"ogółem;ogółem;2020;[zł]";"ogółem;do 40 m2;2010;[zł]";"ogółem;do 40 m2;2011;[zł]";"ogółem;do 40 m2;2012;[zł]";"ogółem;do 40 m2;2013;[zł]";"ogółem;do 40 m2;2014;[zł]";"ogółem;do 40 m2;2015;[zł]";"ogółem;do 40 m2;2016;[zł]";"ogółem;do 40 m2;2017;[zł]";"ogółem;do 40 m2;2018;[zł]";"ogółem;do 40 m2;2019;[zł]";"ogółem;do 40 m2;2020;[zł]";"ogółem;od 40,1 do 60 m2;2010;[zł]";"ogółem;od 40,1 do 60 m2;2011;[zł]";"ogółem;od 40,1 do 60 m2;2012;[zł]";"ogółem;od 40,1 do 60 m2;2013;[zł]";"ogółem;od 40,1 do 60 m2;2014;[zł]";"ogółem;od 40,1 do 60 m2;2015;[zł]";"ogółem;od 40,1 do 60 m2;2016;[zł]";"ogółem;od 40,1 do 60 m2;2017;[zł]";"ogółem;od 40,1 do 60 m2;2018;[zł]";"ogółem;od 40,1 do 60 m2;2019;[zł]";"ogółem;od 40,1 do 60 m2;2020;[zł]";"ogółem;od 60,1 do 80 m2;2010;[zł]";"ogółem;od 60,1 do 80 m2;2011;[zł]";"ogółem;od 60,1 do 80 m2;2012;[zł]";"ogółem;od 60,1 do 80 m2;2013;[zł]";"ogółem;od 60,1 do 80 m2;2014;[zł]";"ogółem;od 60,1 do 80 m2;2015;[zł]";"ogółem;od 60,1 do 80 m2;2016;[zł]";"ogółem;od 60,1 do 80 m2;2017;[zł]";"ogółem;od 60,1 do 80 m2;2018;[zł]";"ogółem;od 60,1 do 80 m2;2019;[zł]";"ogółem;od 60,1 do 80 m2;2020;[zł]";"ogółem;od 80,1 m2;2010;[zł]";"ogółem;od 80,1 m2;2011;[zł]";"ogółem;od 80,1 m2;2012;[zł]";"ogółem;od 80,1 m2;2013;[zł]";"ogółem;od 80,1 m2;2014;[zł]";"ogółem;od 80,1 m2;2015;[zł]";"ogółem;od 80,1 m2;2016;[zł]";"ogółem;od 80,1 m2;2017;[zł]";"ogółem;od 80,1 m2;2018;[zł]";"ogółem;od 80,1 m2;2019;[zł]";"ogółem;od 80,1 m2;2020;[zł]";"rynek pierwotny;ogółem;2010;[zł]";"rynek pierwotny;ogółem;2011;[zł]";"rynek pierwotny;ogółem;2012;[zł]";"rynek pierwotny;ogółem;2013;[zł]";"rynek pierwotny;ogółem;2014;[zł]";"rynek pierwotny;ogółem;2015;[zł]";"rynek pierwotny;ogółem;2016;[zł]";"rynek pierwotny;ogółem;2017;[zł]";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;do 40 m2;2010;[zł]";"rynek pierwotny;do 40 m2;2011;[zł]";"rynek pierwotny;do 40 m2;2012;[zł]";"rynek pierwotny;do 40 m2;2013;[zł]";"rynek pierwotny;do 40 m2;2014;[zł]";"rynek pierwotny;do 40 m2;2015;[zł]";"rynek pierwotny;do 40 m2;2016;[zł]";"rynek pierwotny;do 40 m2;2017;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2010;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2011;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2012;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2013;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2014;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2015;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2016;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2017;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2010;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2011;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2012;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2013;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2014;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2015;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2016;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2017;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2010;[zł]";"rynek pierwotny;od 80,1 m2;2011;[zł]";"rynek pierwotny;od 80,1 m2;2012;[zł]";"rynek pierwotny;od 80,1 m2;2013;[zł]";"rynek pierwotny;od 80,1 m2;2014;[zł]";"rynek pierwotny;od 80,1 m2;2015;[zł]";"rynek pierwotny;od 80,1 m2;2016;[zł]";"rynek pierwotny;od 80,1 m2;2017;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek wtórny;ogółem;2010;[zł]";"rynek wtórny;ogółem;2011;[zł]";"rynek wtórny;ogółem;2012;[zł]";"rynek wtórny;ogółem;2013;[zł]";"rynek wtórny;ogółem;2014;[zł]";"rynek wtórny;ogółem;2015;[zł]";"rynek wtórny;ogółem;2016;[zł]";"rynek wtórny;ogółem;2017;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;do 40 m2;2010;[zł]";"rynek wtórny;do 40 m2;2011;[zł]";"rynek wtórny;do 40 m2;2012;[zł]";"rynek wtórny;do 40 m2;2013;[zł]";"rynek wtórny;do 40 m2;2014;[zł]";"rynek wtórny;do 40 m2;2015;[zł]";"rynek wtórny;do 40 m2;2016;[zł]";"rynek wtórny;do 40 m2;2017;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2010;[zł]";"rynek wtórny;od 40,1 do 60 m2;2011;[zł]";"rynek wtórny;od 40,1 do 60 m2;2012;[zł]";"rynek wtórny;od 40,1 do 60 m2;2013;[zł]";"rynek wtórny;od 40,1 do 60 m2;2014;[zł]";"rynek wtórny;od 40,1 do 60 m2;2015;[zł]";"rynek wtórny;od 40,1 do 60 m2;2016;[zł]";"rynek wtórny;od 40,1 do 60 m2;2017;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2010;[zł]";"rynek wtórny;od 60,1 do 80 m2;2011;[zł]";"rynek wtórny;od 60,1 do 80 m2;2012;[zł]";"rynek wtórny;od 60,1 do 80 m2;2013;[zł]";"rynek wtórny;od 60,1 do 80 m2;2014;[zł]";"rynek wtórny;od 60,1 do 80 m2;2015;[zł]";"rynek wtórny;od 60,1 do 80 m2;2016;[zł]";"rynek wtórny;od 60,1 do 80 m2;2017;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2010;[zł]";"rynek wtórny;od 80,1 m2;2011;[zł]";"rynek wtórny;od 80,1 m2;2012;[zł]";"rynek wtórny;od 80,1 m2;2013;[zł]";"rynek wtórny;od 80,1 m2;2014;[zł]";"rynek wtórny;od 80,1 m2;2015;[zł]";"rynek wtórny;od 80,1 m2;2016;[zł]";"rynek wtórny;od 80,1 m2;2017;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";
2811000;"Powiat nidzicki";114678;110408;114794;108992;106902;113180;111463;102692;127922;145545;151213;84383;77793;74199;69989;70947;61071;68571;70755;68590;90363;90080;124452;120325;138447;119708;112565;116109;122665;105907;132831;136933;155660;168155;134982;136611;156212;123367;158642;155493;149531;169760;194588;195575;0;0;0;0;190000;227531;0;0;170453;0;136667;134020;159427;158036;149352;157250;162552;140293;125958;169838;173327;189758;100741;0;0;0;0;0;88625;0;0;117082;0;141561;0;0;138004;150750;140123;144157;127652;152380;157561;181039;188530;183429;182303;197500;0;193208;179266;0;201805;216163;234752;0;0;0;0;0;0;0;0;0;0;0;105006;104083;110077;102482;96485;102863;95302;98645;108980;116836;128295;77051;77496;73433;67258;70471;60465;62956;68421;68590;75261;88896;114871;118891;138889;115549;104080;109705;103654;100471;117725;114866;124423;157041;117679;121381;147365;114077;150000;142692;147272;153040;162694;176920;0;0;0;0;0;0;0;0;100667;0;136667;
2812000;"Powiat nowomiejski";103046;100162;104287;88813;119466;109628;101597;121080;134716;138005;120590;72515;64750;73233;64833;89664;66167;63661;70399;86769;75929;82375;116556;107100;111480;93543;128035;112248;107115;130017;154842;147318;133903;125324;132333;126660;129021;99765;154244;139779;145289;168371;170625;145000;0;0;0;0;0;0;0;0;155500;172993;0;147468;0;103781;0;171026;0;0;156365;169232;172826;179582;0;0;76100;0;119513;0;0;0;121583;0;0;150112;0;127753;0;170346;0;0;0;185232;168215;187300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82984;100162;104441;88813;87958;109628;101597;118365;114674;127291;104501;68045;64750;71800;64833;67277;66167;63661;67036;70190;75929;75480;83000;107100;107863;93543;99085;112248;107115;130102;127707;134258;109632;110500;132333;121750;129021;82850;154244;139779;137234;159778;160429;145000;0;0;0;0;0;0;0;0;155500;172993;0;
2813000;"Powiat olecki";101594;102142;107311;103095;108535;132907;141701;128255;158371;121322;149324;73917;59205;62442;58471;65055;89928;75884;73959;103540;83046;100382;87538;104634;99461;99009;116350;123006;135298;128829;143813;124408;149843;142823;129701;145526;135718;138250;169589;199428;164966;204500;151970;181005;0;201733;0;0;0;213456;190000;169444;218236;118300;169000;0;150200;155660;176296;163131;141277;207469;190838;208961;153232;0;0;0;0;0;0;0;104000;0;130967;0;0;0;0;135667;162741;166324;162299;173788;170366;185662;156405;0;0;0;218200;205000;0;0;261041;246993;257029;0;0;0;0;0;0;0;0;0;0;0;0;0;101594;100340;99873;91537;101781;132467;111010;111095;121659;118108;148488;73917;59205;60313;52521;62537;87316;72845;70378;96060;82758;100382;87538;103208;92672;91237;105356;121105;115312;111906;111345;120084;148662;142823;126527;134625;120322;138250;170820;148438;140358;151972;148553;181005;0;201733;0;0;0;213456;0;158750;192250;118300;166250;
2814000;"Powiat olsztyński";185155;173970;202582;157224;178820;168109;173879;180652;195943;215641;264011;102981;116477;103171;112887;90693;91523;116509;112895;124664;138400;157019;191538;184827;201105;162307;162471;171615;177067;180272;190644;214123;239498;271395;192790;274955;210475;233336;210210;223338;219114;237978;270949;301887;172500;351542;0;201800;315403;236199;214546;276009;306725;370519;458157;247308;194991;237936;203843;241272;197844;199439;209045;219212;235311;302851;132020;139981;167299;137163;119490;133219;135503;140658;137069;148859;188225;236889;200218;221687;197745;206096;192373;196373;198974;207805;236069;252454;343749;210341;301706;263735;277038;249682;260388;247587;262637;311791;341351;0;404428;0;0;532908;263288;264501;316794;334190;468188;483858;131152;141453;122390;125281;119390;131009;139357;150178;152458;184568;218109;89914;83294;75688;104390;83362;77625;98975;98251;111749;120042;136084;141148;155969;137398;128409;115029;127558;145438;154489;151793;175393;225514;170100;179000;162600;157214;150789;181264;179261;194502;198836;208410;242387;172500;0;0;155875;199400;216333;137342;212977;209226;337032;385727;
2815000;"Powiat ostródzki";176575;154838;156833;142810;147232;141086;143274;147097;156840;148052;202475;139603;100196;113031;95261;93099;86146;85256;102994;102419;107044;118807;179455;154248;163328;151466;154035;145670;151710;145781;159630;151360;202328;202962;216219;209573;180081;192578;190967;190632;195511;207992;189300;242795;258752;257689;208338;197301;283708;236510;231334;243230;204788;216021;324531;192829;201372;194939;187281;182197;188469;189262;218789;203733;170486;266706;126194;121868;150877;123783;116411;111732;97364;146563;137690;0;104753;177312;193151;186663;188937;180867;188533;199692;227871;201681;186509;242503;245823;276539;265630;211575;247256;244464;251278;273959;256376;0;317862;301714;0;382520;0;0;0;0;0;0;0;459736;166929;131744;122208;130320;128642;126009;129738;127110;138134;147654;168144;143063;93392;88286;91133;88104;83274;83261;91778;90662;106642;119180;181103;130843;134586;136187;127799;121015;129630;119949;142917;150485;168776;165000;175091;156719;171420;173393;177592;176637;175369;177327;189600;193644;224996;231863;154743;175949;283708;236510;231334;212228;199604;216021;289478;
2816000;"Powiat piski";108106;94299;122431;118787;114917;99721;117342;118084;100915;112985;132859;72843;73290;69037;65537;62254;71957;74358;71148;67614;79628;81507;112758;98957;137063;126085;119284;112753;120848;121858;103283;104872;148139;146183;121328;161084;171714;163455;114005;153719;168713;128053;150516;171766;120133;0;0;210617;0;120000;188167;0;174654;152300;152549;137522;0;166920;170474;169641;153681;166797;167578;148777;106743;0;110339;0;0;0;0;0;124951;125230;0;0;0;137431;0;166521;160599;158803;151678;159885;158507;132900;106743;0;193129;0;0;218202;197262;168369;207219;215401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95426;93828;97437;103457;96843;89654;96710;100063;99342;113197;132859;66226;73290;69037;65537;62655;71957;59180;63815;66570;79628;81507;95317;98120;106324;107886;104294;98481;103736;104804;101996;104741;148139;139476;121328;157230;154281;137603;105421;120675;146743;124678;150516;171766;120133;0;0;210617;0;120000;188167;0;174654;152300;152549;
2817000;"Powiat szczycieński";140435;130548;132003;137377;118334;121845;131025;137824;135190;154651;173253;104492;87736;91552;92697;85001;95865;88298;99980;98459;104467;122477;138623;145058;141938;146334;129921;131811;139751;146126;145032;166693;173273;186125;144445;144640;159219;141540;152037;163913;171892;157063;179795;225870;254782;171300;0;164364;122681;0;181922;165573;199544;192182;218340;126586;115005;136574;150051;140106;130730;155881;155616;147344;172445;175707;102749;0;104473;107392;101578;104370;101135;109535;111263;123628;127369;134532;115318;142995;157470;151415;145882;158072;158122;161112;180022;178255;0;0;0;199596;181765;201001;231976;230313;0;212333;264195;0;0;0;0;0;0;0;0;0;276667;0;143205;131176;128877;128735;108700;116325;116180;126115;130651;146248;172324;104782;86828;86014;83089;77687;87892;82185;95011;93011;95757;120292;139915;147133;140617;133713;117455;123310;125817;133540;136879;158836;170863;186125;144445;144640;149125;131483;140909;136688;155200;153700;173879;220505;254782;171300;0;164364;122681;0;154667;135478;194200;160500;193875;
2818000;"Powiat gołdapski";110705;99624;101528;97822;96581;96680;96033;102826;128703;130449;136196;73909;63159;69851;62433;64715;63119;62407;60620;80529;88270;111480;104913;98768;102260;93714;106022;93882;92125;110715;115362;130506;121212;124924;135915;149419;140152;111844;121752;131762;134839;178244;166263;171960;212938;0;0;122035;0;163165;133250;173000;222071;155723;221233;139911;133951;92593;150538;128303;130214;149059;138980;160179;166812;171113;0;0;75617;0;0;0;103313;78611;102069;112065;137123;126630;0;0;116932;125170;127300;148858;143386;143902;170447;157721;0;0;0;170853;0;0;183821;182605;200864;200063;245618;0;0;0;0;0;0;0;0;0;0;0;104159;98109;101943;91044;87111;94445;86281;89883;111841;110813;130959;73909;61550;69186;62433;63201;61964;56564;57021;73349;76373;104732;97673;98768;102260;91270;96158;90327;79968;95575;102088;111403;117561;119857;133344;149788;129918;102769;119640;121350;113127;146923;139504;154962;206667;0;0;94811;0;163165;133250;173000;222071;155723;221233;
2819000;"Powiat węgorzewski";132489;135421;142372;121383;126482;111124;132478;133240;134319;145339;129805;91711;79841;95368;77996;92481;72725;83049;74344;75596;93147;90993;130253;127512;144089;132339;130035;134634;118741;134243;132026;143950;122668;177315;197816;184729;162858;182091;139367;174448;175293;173591;170464;187150;163425;217429;181000;131667;154466;0;230434;0;365000;236188;181228;0;238410;150128;167436;161155;0;162171;0;233511;170344;162207;0;0;110178;0;132554;0;0;0;0;0;114383;0;0;152544;179553;173707;0;142380;0;157999;164541;161061;0;0;0;0;0;0;211151;0;212706;208766;259000;0;0;0;0;0;0;0;0;0;0;0;130658;128777;134160;114432;118631;110122;126748;133240;122073;131105;125064;91711;75111;83251;71751;79123;72725;82919;74344;73852;92900;85379;125093;119668;127563;118849;119637;133129;112574;134243;129429;125419;119280;177315;185595;179644;162858;173300;139367;164661;175293;162924;151313;175805;163425;217429;151250;131667;154466;0;230434;0;0;236188;181228;
2861000;"Powiat m.Elbląg";179640;185405;163801;164016;168015;149958;163101;188705;195788;197180;235429;119190;117029;108174;102736;106167;93462;99884;111431;124191;129040;149854;175975;167643;147994;151433;155311;142879;151691;172411;178312;191478;224929;249848;236565;237100;224796;229054;205342;223592;253936;253288;265010;310643;369522;373228;344725;325614;304522;294928;375845;369562;337456;335550;412156;267623;273482;243769;233598;220151;219916;241121;254182;256072;244068;259708;168210;181498;141577;125207;140975;0;126920;142977;155932;145675;154186;213504;196834;194887;185303;186294;190021;190189;210367;210748;221699;232587;312454;274455;281665;289872;249997;238521;284764;291892;287149;295061;306895;409361;422316;387087;391468;328654;326306;450890;434068;393698;399392;504451;166681;169833;144722;146776;143576;142185;149168;158772;172005;185011;226371;115420;113345;103325;100186;100972;92930;99336;106511;118047;126402;149435;171359;163403;141261;142803;141678;136869;144167;157206;168468;185119;221239;237327;226040;209353;204839;210236;198050;200224;211984;226662;245910;312582;321714;338458;305187;273479;258115;288273;356097;321183;285137;319944;378389;
2862000;"Powiat m.Olsztyn";225482;239974;217218;209171;222724;226694;223609;234257;246681;265571;292911;152899;161435;150532;138211;146047;146590;146430;150691;165863;180584;205258;225581;234359;215329;206595;218910;216137;217110;219714;236663;260534;284569;299949;302911;286776;283320;302043;293420;291034;302719;311988;344533;368307;452856;459445;422236;377281;415373;439969;401484;452774;438885;471267;482680;274310;278087;233809;226291;245135;259465;268921;262168;277463;291921;309720;177584;183829;154244;144002;157690;163836;165107;162611;185995;173942;221487;250887;256642;224818;213246;232069;231787;239678;231067;254400;272895;287745;343618;341046;323530;307647;323314;320210;327919;332141;343838;364073;387084;532522;486116;474983;456636;457074;508276;526091;559776;513966;532147;541540;207493;211247;199122;192528;196729;200932;206228;214274;234151;251005;278826;146061;151642;147605;134993;138462;141221;143204;146322;160350;182320;197468;216023;214464;202406;198132;199241;199695;206496;210667;228672;252709;281370;281619;277488;249795;257739;273681;271704;271798;267564;294172;324011;349803;385215;397826;367606;315560;361275;356328;347488;404760;416288;449959;441293;
3000000;"WIELKOPOLSKIE";243816;235887;228562;226358;231884;231585;232226;235694;256965;252872;276151;154473;150294;145445;144052;149090;153510;154742;161429;171472;165234;179343;222648;220256;210461;212995;216111;217134;218087;221797;235307;227652;250003;283920;278506;279158;269118;276257;279072;280282;281603;300088;289513;316549;438167;404392;382824;378036;385453;375526;389257;398126;411327;397689;429284;295967;289438;270949;268628;273586;274368;268702;268328;282212;283024;296696;184689;186721;177860;173094;179056;183669;179231;187106;192894;192005;190808;255486;261882;241543;244183;250228;258306;250591;250935;254576;248941;263210;340601;336547;327510;319283;322513;329490;327759;322296;328039;311322;334678;545874;502869;459885;453358;457651;448760;462196;488475;456691;421605;456862;203218;197087;191787;189690;195758;198249;201107;206230;225813;224257;251871;140182;132834;128166;126574;130529;131483;136645;141075;151214;147799;167761;193826;187974;180031;182750;183747;183745;187685;192024;209029;208109;234690;233679;226406;226227;221466;227845;236907;238070;244095;261456;265999;295416;344774;340476;332587;314291;334998;329922;341347;345524;364324;363739;385014;
3001000;"Powiat chodzieski";109110;116878;110730;123303;115388;132110;124789;149229;135670;165292;179107;91538;89525;83850;85687;82545;78571;93049;85316;108211;91836;102267;102712;119263;118108;120657;106339;116804;109996;149621;133740;165066;166453;138333;131500;131444;151143;147709;137750;150158;183145;148630;199157;226912;0;0;144500;202500;137500;285333;181667;181250;197667;170000;255000;0;0;0;0;0;0;0;176182;188045;184323;213616;0;0;0;0;0;0;0;0;0;0;139175;0;0;0;0;0;0;0;168364;0;174244;210140;0;0;0;0;0;0;0;211077;0;0;246868;0;0;0;0;0;0;0;0;0;0;0;109110;116878;110730;123303;114500;128753;121981;129179;133943;163619;160284;91538;89525;83850;85687;82545;78571;93049;85056;108211;87455;72740;102712;119263;118108;120657;104044;116804;109996;128647;132198;164200;150850;138333;131500;131444;151143;147709;137750;140588;162972;144518;196448;187000;0;0;144500;202500;137500;273000;181667;181250;197667;170000;255000;
3002000;"Powiat czarnkowsko-trzcianecki";106595;108910;102237;103706;95078;118556;102009;114787;137080;179117;161433;57927;74493;69439;74551;60924;73275;69355;79449;101036;68368;116575;108508;98206;91479;99961;93819;114623;94513;111325;127932;160924;168711;130338;128864;119117;114055;109338;142465;126522;129599;152289;218688;197547;94875;223479;151230;130528;127911;142695;146071;166815;189250;0;172167;0;0;196854;109075;122803;168854;122607;176054;179835;210765;211525;0;0;0;0;0;0;0;0;0;0;143555;0;0;0;0;121324;154475;133285;0;0;185043;214657;0;0;0;0;0;213310;0;0;0;242803;298537;0;0;0;0;0;0;0;0;0;0;0;106001;108490;98666;103577;93957;102934;100961;112002;135201;136365;147202;57927;74493;67082;69916;60328;72252;66165;78913;87958;58914;108363;107125;98206;89359;99743;91935;95361;91884;109609;125320;124299;153396;130338;127779;115144;114055;108181;122484;126522;126172;152289;178495;172300;94875;223479;142307;130528;127911;142695;146071;159050;189250;0;172167;
3003000;"Powiat gnieźnieński";146876;138597;143212;151108;144938;141666;154103;165969;171161;187038;210856;102503;86907;94480;91540;103615;102708;94757;110424;112999;131785;129707;144082;135090;148815;156618;152068;147799;157026;169911;174217;180536;200362;183580;164889;160924;189347;172477;157749;196606;197381;209927;238687;262927;175410;209797;194134;216143;205265;214000;189886;228875;273514;288779;326474;175513;189854;189130;178917;175092;161141;192702;192835;198343;224862;245402;116767;128536;129731;124884;129692;121961;111811;130545;142087;155409;150964;172808;184144;191230;178640;180035;173806;192304;190822;195177;203311;224390;215025;235213;230402;235485;248008;227827;246661;240264;245607;280148;293516;0;0;0;0;0;0;0;305000;322644;349640;360500;133739;128834;126957;135434;130866;136472;140096;150501;151803;161822;179290;93944;77194;81163;77338;94210;92480;89641;102376;97417;120621;121060;133858;124189;131415;140456;131182;141797;143419;154768;154786;165304;176154;159622;154292;140853;166279;153595;145382;177586;172724;194263;206169;229152;161000;192406;175059;210053;204174;214000;162982;213650;236667;211902;276568;
3004000;"Powiat gostyński";91660;109406;116997;130789;159024;157083;157920;169171;166996;187306;226246;65800;68032;77150;59444;92900;72945;116238;101938;92679;105176;101333;86477;99760;119369;130304;143812;136156;142230;158016;158066;176870;196102;114500;115334;106367;152858;197210;189020;180543;204335;176188;227452;185169;99000;208912;205328;168840;217258;243495;259678;247883;249915;265493;296769;0;0;168200;154398;185575;183777;175477;189134;179814;209998;267100;0;0;0;0;120250;0;127244;136325;149875;156550;134500;0;0;168200;151351;164259;157363;154940;172850;170109;196258;268900;0;0;0;153396;213692;205608;223955;237060;208828;268876;261917;0;0;0;0;246811;281347;266489;267500;0;313667;348200;90867;106797;106911;113790;114162;127051;125097;145799;152325;157880;215216;65800;68032;77150;59444;74667;70451;86888;84745;69800;81000;84750;84751;99760;101736;111685;109733;105860;119742;134203;131648;132482;167424;114500;115334;106367;152362;154358;164137;140750;150571;149825;183438;158081;99000;194640;205328;0;148300;211952;0;242279;248029;251040;290925;
3005000;"Powiat grodziski";96881;125924;124440;132376;128795;138211;145014;140757;146489;168750;188201;52252;66098;77912;86164;62488;85088;104512;109518;107868;119101;116793;103480;115939;122091;120537;137120;130460;152234;144548;145976;163906;186819;96132;141087;152305;148244;163061;166572;162290;165365;179909;192363;217814;108571;135378;135849;180444;115333;0;96658;157214;208419;219708;231580;0;169086;152287;155972;162503;165841;163594;154300;153748;184982;204928;0;0;101661;102837;0;0;126697;126824;131114;130069;143826;0;141003;147952;147158;156828;156160;164939;162278;158078;174535;197612;0;187199;199765;196238;206008;200882;193262;0;190625;223612;246017;0;0;0;0;0;0;0;0;0;0;0;96881;106004;109757;112151;101216;132763;118914;132732;139678;152205;174660;52252;47900;69276;63933;54958;80173;82327;92212;59050;115444;106396;103480;103407;89333;90367;97704;125169;123480;132729;131856;149189;172429;96132;110346;135554;94250;144656;159425;141642;161039;177528;152591;207238;108571;123393;135849;180444;115333;0;96658;154500;191050;219708;198726;
3006000;"Powiat jarociński";131899;125085;129781;153244;140851;141175;161466;148771;170756;161662;164868;75233;88485;92686;71250;91857;96488;96033;84426;86771;109992;118221;124257;104809;131989;146984;128158;135449;147909;140624;153364;152176;173650;166834;148864;145698;162089;176494;180127;207218;187113;188465;194135;214418;181279;203806;101333;0;0;0;0;180533;249163;252807;242197;160602;165318;169972;157673;161635;136812;216137;168992;196084;183264;165498;95042;92493;0;0;0;90984;0;85646;0;115187;125039;144108;137749;159461;0;161349;136162;180800;159186;165863;176102;181723;184823;181001;201161;191986;0;183942;240315;225662;213430;211605;224934;272769;281535;0;0;0;0;0;0;278245;293818;261448;105284;111674;105549;152662;137002;145727;138745;137954;143184;147195;163568;70281;86481;92892;71250;101167;0;96033;83969;87216;104277;91975;95003;98632;101221;152422;121520;134838;137728;124961;136821;141735;152864;146275;138715;117966;156813;174749;176857;174120;171693;164461;184496;209536;135533;148286;101333;0;0;0;0;171375;191000;162582;227224;
3007000;"Powiat kaliski";73682;109105;74399;86500;78636;73462;92370;78529;143458;272100;245161;58333;0;42649;29000;56250;52200;55259;0;66667;47250;48667;0;0;0;91000;83750;71667;72000;84675;110156;0;0;79955;0;0;0;0;94333;115444;0;80600;213286;0;0;0;0;0;0;91617;0;0;321250;446250;498403;0;0;0;0;0;0;0;0;0;335000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309333;0;0;0;0;0;0;0;0;0;0;360667;0;73682;109105;74399;86500;78636;73462;92370;78529;143458;245143;232179;58333;0;42649;29000;56250;52200;55259;0;66667;47250;48667;0;0;0;91000;83750;71667;72000;84675;110156;0;0;79955;0;0;0;0;94333;115444;0;80600;141250;0;0;0;0;0;0;91617;0;0;321250;497600;543871;
3008000;"Powiat kępiński";124800;180571;79417;112125;159023;185375;173125;193590;189915;192170;207531;0;0;0;64000;0;0;0;144606;116388;126041;130732;0;0;0;0;149038;0;164167;181586;170972;175416;208048;0;178000;0;133333;0;220500;0;201554;219520;226183;284032;0;215000;0;0;0;0;0;333750;329400;286846;278118;0;228750;0;0;150045;0;0;209981;193505;234819;213185;0;0;0;0;0;0;0;164112;112628;0;148684;0;0;0;0;166056;0;0;176942;180544;217274;232008;0;0;0;0;0;0;0;232236;241266;0;294716;0;228750;0;0;0;0;0;377667;0;0;259833;124800;156481;79417;104571;168000;178000;176667;182396;182596;188939;200111;0;0;0;64000;0;0;0;136479;127667;126041;90340;0;0;0;0;0;0;165000;184763;148000;171177;168424;0;178000;0;133333;0;215000;0;158600;173611;226183;278333;0;0;0;0;0;0;0;307400;330500;283545;288091;
