"Kod";"Nazwa";"ogółem;ogółem;2010;[zł]";"ogółem;ogółem;2011;[zł]";"ogółem;ogółem;2012;[zł]";"ogółem;ogółem;2013;[zł]";"ogółem;ogółem;2014;[zł]";"ogółem;ogółem;2015;[zł]";"ogółem;ogółem;2016;[zł]";"ogółem;ogółem;2017;[zł]";"ogółem;ogółem;2018;[zł]";"ogółem;ogółem;2019;[zł]";"ogółem;ogółem;2020;[zł]";"ogółem;do 40 m2;2010;[zł]";"ogółem;do 40 m2;2011;[zł]";"ogółem;do 40 m2;2012;[zł]";"ogółem;do 40 m2;2013;[zł]";"ogółem;do 40 m2;2014;[zł]";"ogółem;do 40 m2;2015;[zł]";"ogółem;do 40 m2;2016;[zł]";"ogółem;do 40 m2;2017;[zł]";"ogółem;do 40 m2;2018;[zł]";"ogółem;do 40 m2;2019;[zł]";"ogółem;do 40 m2;2020;[zł]";"ogółem;od 40,1 do 60 m2;2010;[zł]";"ogółem;od 40,1 do 60 m2;2011;[zł]";"ogółem;od 40,1 do 60 m2;2012;[zł]";"ogółem;od 40,1 do 60 m2;2013;[zł]";"ogółem;od 40,1 do 60 m2;2014;[zł]";"ogółem;od 40,1 do 60 m2;2015;[zł]";"ogółem;od 40,1 do 60 m2;2016;[zł]";"ogółem;od 40,1 do 60 m2;2017;[zł]";"ogółem;od 40,1 do 60 m2;2018;[zł]";"ogółem;od 40,1 do 60 m2;2019;[zł]";"ogółem;od 40,1 do 60 m2;2020;[zł]";"ogółem;od 60,1 do 80 m2;2010;[zł]";"ogółem;od 60,1 do 80 m2;2011;[zł]";"ogółem;od 60,1 do 80 m2;2012;[zł]";"ogółem;od 60,1 do 80 m2;2013;[zł]";"ogółem;od 60,1 do 80 m2;2014;[zł]";"ogółem;od 60,1 do 80 m2;2015;[zł]";"ogółem;od 60,1 do 80 m2;2016;[zł]";"ogółem;od 60,1 do 80 m2;2017;[zł]";"ogółem;od 60,1 do 80 m2;2018;[zł]";"ogółem;od 60,1 do 80 m2;2019;[zł]";"ogółem;od 60,1 do 80 m2;2020;[zł]";"ogółem;od 80,1 m2;2010;[zł]";"ogółem;od 80,1 m2;2011;[zł]";"ogółem;od 80,1 m2;2012;[zł]";"ogółem;od 80,1 m2;2013;[zł]";"ogółem;od 80,1 m2;2014;[zł]";"ogółem;od 80,1 m2;2015;[zł]";"ogółem;od 80,1 m2;2016;[zł]";"ogółem;od 80,1 m2;2017;[zł]";"ogółem;od 80,1 m2;2018;[zł]";"ogółem;od 80,1 m2;2019;[zł]";"ogółem;od 80,1 m2;2020;[zł]";"rynek pierwotny;ogółem;2010;[zł]";"rynek pierwotny;ogółem;2011;[zł]";"rynek pierwotny;ogółem;2012;[zł]";"rynek pierwotny;ogółem;2013;[zł]";"rynek pierwotny;ogółem;2014;[zł]";"rynek pierwotny;ogółem;2015;[zł]";"rynek pierwotny;ogółem;2016;[zł]";"rynek pierwotny;ogółem;2017;[zł]";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;do 40 m2;2010;[zł]";"rynek pierwotny;do 40 m2;2011;[zł]";"rynek pierwotny;do 40 m2;2012;[zł]";"rynek pierwotny;do 40 m2;2013;[zł]";"rynek pierwotny;do 40 m2;2014;[zł]";"rynek pierwotny;do 40 m2;2015;[zł]";"rynek pierwotny;do 40 m2;2016;[zł]";"rynek pierwotny;do 40 m2;2017;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2010;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2011;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2012;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2013;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2014;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2015;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2016;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2017;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2010;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2011;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2012;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2013;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2014;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2015;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2016;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2017;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2010;[zł]";"rynek pierwotny;od 80,1 m2;2011;[zł]";"rynek pierwotny;od 80,1 m2;2012;[zł]";"rynek pierwotny;od 80,1 m2;2013;[zł]";"rynek pierwotny;od 80,1 m2;2014;[zł]";"rynek pierwotny;od 80,1 m2;2015;[zł]";"rynek pierwotny;od 80,1 m2;2016;[zł]";"rynek pierwotny;od 80,1 m2;2017;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek wtórny;ogółem;2010;[zł]";"rynek wtórny;ogółem;2011;[zł]";"rynek wtórny;ogółem;2012;[zł]";"rynek wtórny;ogółem;2013;[zł]";"rynek wtórny;ogółem;2014;[zł]";"rynek wtórny;ogółem;2015;[zł]";"rynek wtórny;ogółem;2016;[zł]";"rynek wtórny;ogółem;2017;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;do 40 m2;2010;[zł]";"rynek wtórny;do 40 m2;2011;[zł]";"rynek wtórny;do 40 m2;2012;[zł]";"rynek wtórny;do 40 m2;2013;[zł]";"rynek wtórny;do 40 m2;2014;[zł]";"rynek wtórny;do 40 m2;2015;[zł]";"rynek wtórny;do 40 m2;2016;[zł]";"rynek wtórny;do 40 m2;2017;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2010;[zł]";"rynek wtórny;od 40,1 do 60 m2;2011;[zł]";"rynek wtórny;od 40,1 do 60 m2;2012;[zł]";"rynek wtórny;od 40,1 do 60 m2;2013;[zł]";"rynek wtórny;od 40,1 do 60 m2;2014;[zł]";"rynek wtórny;od 40,1 do 60 m2;2015;[zł]";"rynek wtórny;od 40,1 do 60 m2;2016;[zł]";"rynek wtórny;od 40,1 do 60 m2;2017;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2010;[zł]";"rynek wtórny;od 60,1 do 80 m2;2011;[zł]";"rynek wtórny;od 60,1 do 80 m2;2012;[zł]";"rynek wtórny;od 60,1 do 80 m2;2013;[zł]";"rynek wtórny;od 60,1 do 80 m2;2014;[zł]";"rynek wtórny;od 60,1 do 80 m2;2015;[zł]";"rynek wtórny;od 60,1 do 80 m2;2016;[zł]";"rynek wtórny;od 60,1 do 80 m2;2017;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2010;[zł]";"rynek wtórny;od 80,1 m2;2011;[zł]";"rynek wtórny;od 80,1 m2;2012;[zł]";"rynek wtórny;od 80,1 m2;2013;[zł]";"rynek wtórny;od 80,1 m2;2014;[zł]";"rynek wtórny;od 80,1 m2;2015;[zł]";"rynek wtórny;od 80,1 m2;2016;[zł]";"rynek wtórny;od 80,1 m2;2017;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";
1002000;"Powiat kutnowski";123455;145306;129005;147196;128358;62208;159397;152569;191309;186168;221702;79846;98790;93325;83572;90867;44188;88942;107160;116419;117125;135280;117268;145225;129564;148717;144780;93000;165811;147977;182666;192935;211615;171151;193375;216181;251081;186117;0;211464;236061;246363;268980;301409;0;334115;0;0;0;0;0;221493;316937;231500;536400;0;238347;198852;259630;167323;0;202754;248513;240326;224305;259957;0;140029;0;0;103438;0;0;0;160995;130618;125586;0;196774;0;216202;175932;0;184090;183578;207711;203882;195955;0;238053;219026;277577;0;0;223439;293715;279143;271198;323425;0;411896;0;0;0;0;0;0;378320;0;0;123932;128784;114677;114923;119238;62208;125676;134933;158170;172052;206127;79846;94953;89840;83572;89698;44188;85255;106555;106634;115162;136977;118032;142003;128636;134710;130466;93000;145382;143100;165850;189748;215481;171151;162445;0;179162;178583;0;193500;186643;204757;265375;258847;0;256333;0;0;0;0;0;130000;231000;231500;510500;
1003000;"Powiat łaski";111383;124352;118116;130560;107903;125171;104632;115034;117106;167956;156642;76179;80637;75639;78875;71964;64556;77477;79600;86684;99197;107200;114147;124183;114239;128941;115615;121669;111941;120925;124933;165647;165703;157625;163775;165743;177739;164333;187179;125210;162864;178667;221676;205432;0;0;218748;0;0;0;0;0;0;175133;0;0;120241;112527;0;0;0;111900;0;0;212400;203503;0;0;89165;0;0;0;0;0;0;0;0;0;0;107649;0;0;0;111900;0;0;196810;196730;0;0;179233;0;0;0;0;0;0;280570;0;0;0;0;0;0;0;0;0;0;0;0;111050;124633;121079;130560;107903;125222;103706;115034;117106;144499;152816;76179;80637;59859;78875;71964;64556;77477;79600;86684;97867;107200;113598;125348;116985;128941;115615;121655;111952;120925;124933;142475;161980;157625;166125;160348;177739;164333;187179;125210;162864;178667;190267;203389;0;0;218748;0;0;0;0;0;0;175133;0;
1004000;"Powiat łęczycki";121448;126389;104594;106947;100505;97081;115111;110266;122596;139128;149755;92633;95656;88074;83413;64477;70684;80467;82269;87250;97524;105848;137500;124591;120324;118853;128818;115933;117431;115130;134667;145600;168529;0;195333;168333;157225;0;0;155721;174500;171857;186772;234600;0;196333;0;0;0;0;190500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121448;126389;104594;106947;100505;97081;115111;110266;122596;139128;149755;92633;95656;88074;83413;64477;70684;80467;82269;87250;97524;105848;137500;124591;120324;118853;128818;115933;117431;115130;134667;145600;168529;0;195333;168333;157225;0;0;155721;174500;171857;186772;234600;0;196333;0;0;0;0;190500;0;0;0;0;
1005000;"Powiat łowicki";151894;133797;139073;175079;159186;146518;169735;181813;167907;179183;199611;103911;91011;99688;105662;91769;97978;108572;127247;105155;107997;154898;154625;152562;137766;142166;158867;141237;167509;168307;189959;178794;203056;190000;175766;183978;198642;242920;215172;206360;248413;189499;244280;262727;286163;0;0;402752;0;236667;358319;351330;177000;0;0;163224;147843;147771;285310;249824;215173;203046;220041;227667;267454;0;108323;107333;106625;128876;0;120160;131138;150241;145953;0;0;159441;0;139944;0;219581;203995;216396;198126;239110;234657;0;0;0;198701;274714;290148;273160;264689;297553;299559;331892;0;0;0;0;421169;0;0;0;0;0;0;0;147313;132673;135647;137601;131601;129355;156965;155347;136098;149759;201293;103029;88290;97376;100774;91769;93049;98700;117778;91556;102000;154898;150712;152562;136989;141205;137750;131940;148707;145942;144588;156449;207269;190000;175766;174163;157148;202439;182956;181363;186988;165914;193173;262727;280438;0;0;0;0;0;358319;359106;177000;0;0;
1006000;"Powiat łódzki wschodni";132593;119072;104401;97913;79257;88717;114667;118398;126978;187199;274489;86824;85340;71231;93714;57926;94750;82682;75074;95645;126278;128875;132634;98122;98143;85306;68998;76518;121929;123882;144028;151875;189675;182077;148299;105217;131751;114356;109380;0;174143;185333;235333;240000;0;0;0;0;0;0;0;143016;0;358833;393600;171208;154378;0;0;0;0;0;0;0;285722;393600;94467;0;0;0;0;0;0;0;0;0;0;159356;94551;0;0;0;0;0;0;0;0;0;181796;136202;0;0;0;0;0;0;0;285722;0;0;0;0;0;0;0;0;0;0;0;393600;110969;108208;91266;97913;79257;88717;114667;118398;126978;171911;186259;84530;84306;71231;93714;57926;94750;82682;75074;95645;126278;128875;120301;98792;94747;85306;68998;76518;121929;123882;144028;151875;189675;0;154347;105217;131751;114356;109380;0;174143;185333;189983;240000;0;0;0;0;0;0;0;143016;0;358833;0;
1007000;"Powiat opoczyński";121725;151935;151317;132706;116368;122980;122359;131265;143235;153092;166987;85519;99971;92563;102800;85306;90708;88000;80096;93066;115778;130190;131171;149460;146018;131362;128366;141906;132955;135580;153465;163534;182235;174300;204600;206182;170204;157250;169000;186583;193514;211038;214294;201750;0;0;290000;0;0;0;0;345667;0;0;0;0;243781;253251;0;0;0;0;0;117901;89013;0;0;0;0;0;0;0;0;0;0;89013;0;0;207563;0;0;0;0;0;0;126760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121725;136302;141373;132706;117073;122980;122359;130641;144534;155525;166987;85519;98406;92563;102800;85471;90708;88000;80096;93122;118212;130190;131171;138895;134252;131362;128366;141906;132955;135580;156326;163534;182235;174300;197333;200000;170204;157250;169000;186583;196429;211038;214294;201750;0;0;0;0;0;0;0;345667;0;0;0;
1008000;"Powiat pabianicki";126237;143917;150333;147261;131235;144969;133225;143907;150216;195464;231060;80098;75256;68915;73806;75950;74672;74378;77477;88622;98451;115281;136143;140037;137331;142786;132769;136080;133125;133955;152534;168349;212829;184000;182690;209856;200583;195812;208848;195990;188661;222015;273658;299508;0;365000;343981;295452;233727;311399;247600;308265;239945;356551;380301;0;0;251789;228976;220248;195240;210457;245008;222714;276030;302593;0;0;0;127049;0;123622;108713;85103;132229;162449;125200;0;0;200898;194717;177901;167139;190436;188341;196437;221139;229783;0;0;257464;263838;265226;241981;263316;261173;273577;308873;330658;0;0;392404;371830;0;319347;321301;426400;0;382498;395295;126237;141125;120639;124296;117910;134975;118679;133797;134937;167167;195293;80098;75256;67413;71052;75950;71548;71296;77109;84870;92051;114684;136143;137144;117634;118985;123151;128117;121912;129678;143093;155392;206732;184000;178537;185331;176649;168542;203001;174568;176318;196234;233025;263743;0;365000;279417;264901;229500;306857;223033;280138;229458;342895;348951;
1009000;"Powiat pajęczański";128333;139000;182589;157538;161377;139029;110394;133260;143636;139911;154500;0;0;126597;103120;95483;94384;90354;107100;95750;99705;100000;140000;141250;166469;169287;175919;149589;130434;0;171000;185307;198100;0;0;229001;179183;0;193920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190458;167352;164698;154848;105230;0;0;0;0;0;0;124116;107493;0;108377;90354;0;0;0;0;0;0;174362;170976;179621;174764;0;0;0;0;0;0;0;234644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128333;139000;133129;118283;155400;127730;119000;133750;143636;139911;148125;0;0;0;0;0;83890;0;0;95750;99705;100000;140000;141250;128580;0;0;124414;119000;0;171000;185307;196250;0;0;0;0;0;193920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1010000;"Powiat piotrkowski";93738;77800;99258;85125;77782;84322;93438;97516;81393;73294;143579;0;69667;0;62500;30120;66100;57000;60947;54167;65500;71050;95983;0;98667;0;115000;96125;100200;91818;85200;87583;107750;0;0;0;0;120000;0;130751;119167;0;0;0;0;0;0;0;0;0;0;0;0;0;254023;0;0;0;0;0;0;0;0;0;0;302114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302114;93738;77800;99258;85125;77782;84322;93438;97516;81393;73294;90734;0;69667;0;62500;30120;66100;57000;60947;54167;65500;71050;95983;0;98667;0;115000;96125;100200;91818;85200;87583;107750;0;0;0;0;120000;0;130751;119167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1011000;"Powiat poddębicki";92523;131325;121325;117197;106029;143510;110047;171202;137127;176337;205226;59163;0;95121;75948;78376;114023;76417;121504;89186;113144;100453;96134;125410;125833;129874;101841;146109;128283;175089;147977;185065;216815;117055;149738;128250;167716;147250;181928;120031;205439;189527;203071;266225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132914;130999;158973;87929;196136;147992;257000;149918;0;0;0;82997;76133;130256;0;154113;0;0;0;0;0;0;138183;112194;158512;0;187009;154930;0;0;0;0;0;185727;173096;202252;0;260957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92523;131325;116740;99958;91623;108718;112187;121334;135089;165929;214076;59163;0;95121;69486;79871;76919;74945;97048;90944;103173;96660;96134;125410;127000;123031;99253;121304;130195;141033;146239;181449;216815;117055;149738;105667;0;86944;107407;120031;105507;181925;163500;291667;0;0;0;0;0;0;0;0;0;0;0;
1012000;"Powiat radomszczański";181124;121459;123887;116825;115947;124520;120131;143092;158804;160129;171270;0;81231;78500;70472;82719;89193;72375;86530;98010;111256;118345;149926;129333;121809;120027;129241;118253;122238;146818;163947;174390;179892;177000;185000;173091;167111;162417;159272;169828;196808;203442;191607;217133;297285;0;0;0;0;0;163333;238823;240667;0;243866;184538;0;0;170333;148002;128600;115000;178886;192504;189458;190463;0;0;0;0;0;0;0;102919;112974;129333;0;164084;0;0;170333;176250;0;0;185870;180708;211877;198073;0;0;0;0;0;0;0;221833;248383;0;0;0;0;0;0;0;0;0;0;0;0;0;179986;120257;123264;113481;112450;124239;120416;126603;137695;157196;169160;0;81231;78500;70472;81920;89025;71974;80856;95597;109750;117174;138600;130176;121809;112084;121720;113866;123165;128180;146256;168923;176586;177000;188000;174900;167111;162417;159272;169893;182088;176886;190720;216761;307594;0;0;0;0;0;163333;0;0;0;243866;
1013000;"Powiat rawski";155945;142181;143708;138685;145691;133863;155184;136315;171116;181652;209748;90960;69069;85893;99661;99286;90631;98618;98088;112690;132667;128688;174175;173683;157878;159231;146023;133518;152995;142495;196036;203395;201310;200536;200200;199917;231769;185673;205320;190565;151155;0;211667;309375;0;0;0;0;0;0;0;0;0;225333;0;239238;237389;167312;179183;216058;159728;189689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218761;237389;189277;190752;211115;195722;183879;0;0;0;0;0;0;0;0;0;0;210757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131183;126948;136155;128561;134865;130253;136015;134748;171116;181652;210019;90960;69069;82013;103096;99286;92364;94380;98088;112690;132667;128688;145513;148200;140751;145222;129750;126054;129130;139935;196036;203395;201379;171459;200200;199917;0;179214;204794;179692;151155;0;211667;309375;0;0;0;0;0;0;0;0;0;225333;0;
1014000;"Powiat sieradzki";118918;153928;119067;129637;119740;117114;123067;153114;157666;173139;184556;70878;76852;81657;76612;76675;81208;85884;89459;98686;103054;128395;111798;139065;115597;120966;111571;117509;120088;134302;148981;167954;189401;154457;197675;142016;143141;157542;145328;152459;196420;191441;209694;239522;253600;305448;245717;349489;255004;236000;209021;274859;254263;291574;285278;184024;233837;133444;143700;147970;129271;128991;188266;206095;194412;195155;89500;0;84705;83970;85549;95340;87606;0;0;98831;127988;152794;186911;122855;121912;121840;124039;129600;159636;175977;174279;170157;220419;259581;170979;165933;165851;170774;167290;228283;224291;243486;274695;282686;306422;256860;239386;325007;0;0;248062;0;315626;440000;105663;114727;112110;123209;109023;112472;120813;132692;148764;163362;182591;69185;76852;80500;75508;75407;78211;85111;89459;97724;103899;128546;102506;115142;110932;120484;106551;114044;115765;117564;144998;164104;190706;146037;141961;135919;133583;154218;135785;148751;166150;179012;194334;235125;0;0;0;0;161667;236000;183750;294000;247729;277829;207917;
1015000;"Powiat skierniewicki";105000;0;0;0;0;109578;0;108000;0;106273;82167;0;0;0;0;0;0;0;0;0;81000;69125;0;0;0;0;0;0;0;96250;0;110667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105000;0;0;0;0;107892;0;108000;0;106273;82167;0;0;0;0;0;0;0;0;0;81000;69125;0;0;0;0;0;0;0;96250;0;110667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1016000;"Powiat tomaszowski";164430;153517;125305;123326;119312;130823;145797;140643;142165;186064;203609;100151;100098;83623;78867;80919;84926;92598;82708;104748;119652;137365;148994;149582;127268;124885;125853;134572;135694;141664;146702;176754;209418;228401;214344;193994;179752;187255;161978;226923;204110;212001;261458;299887;0;388244;0;441066;0;322786;350049;293624;220325;438068;394072;195834;189672;0;394240;0;214684;228646;253217;168305;283408;245163;127133;144080;0;0;0;0;150357;0;169303;156671;162576;166952;170111;0;0;0;188444;184587;214874;167640;222513;239678;242078;235204;0;0;0;246896;271404;291673;0;312261;335234;0;379326;0;0;0;0;350055;315024;0;477136;0;136481;129414;124484;117121;118888;124301;122833;123438;140674;170256;190922;90129;82106;83623;78867;80919;84926;87008;81732;100137;116768;133513;132350;136001;127302;124392;125124;129574;123597;129462;145365;172299;197413;206399;191587;192012;175921;187255;151988;202830;175965;212001;240615;289283;0;0;0;0;0;0;0;276979;220325;399000;323333;
1017000;"Powiat wieluński";160040;135837;136917;127787;142584;140159;124789;135523;217282;218583;243445;100500;112708;103500;91337;99527;114200;84087;110376;129873;136196;162993;148386;146857;139928;131266;149370;135212;138380;138520;213447;181252;213824;218178;170825;156687;172143;166792;170714;0;165750;306568;273417;306728;0;0;0;0;0;0;0;0;405000;422072;403487;217204;0;0;153588;0;0;0;0;241730;279155;286152;0;0;0;0;0;0;0;0;146863;0;180176;0;0;0;0;0;0;0;0;239223;199871;279157;239106;0;0;171200;0;0;0;0;330743;292878;327001;0;0;0;0;0;0;0;0;0;422072;434649;145220;133684;135008;122053;144269;141093;124447;135523;170424;177013;190262;100500;112708;103500;89771;101300;114250;84087;110376;107220;129448;135500;146042;146857;139928;131134;150253;135212;139296;138520;160668;174190;184319;200738;163611;149167;0;166792;170714;0;165750;193750;242279;245909;0;0;0;0;0;0;0;0;405000;0;0;
1018000;"Powiat wieruszowski";126483;96167;109304;123979;127519;141210;144191;125761;139477;181154;169204;79784;85468;0;68659;83676;85405;89404;57930;101259;122809;127783;129402;0;0;115068;128733;130266;131428;114643;135420;149316;171939;152486;0;0;190233;142578;166439;163845;176447;195453;209438;214579;0;0;0;0;0;227872;200754;0;266644;0;0;0;0;0;0;121248;138191;146502;155912;154273;173640;158514;0;0;0;0;0;81800;0;0;117181;0;127783;0;0;0;0;113062;128249;130876;121375;142359;144460;171867;0;0;0;0;139518;168030;168017;171262;204262;201180;196663;0;0;0;0;0;0;0;0;271526;0;0;126483;96167;108517;125775;130262;144333;143667;103985;120452;198270;215525;79784;85468;0;68659;81235;86757;92849;57930;89012;132745;0;129402;0;0;117547;138135;133852;131558;111278;119018;166798;172667;152486;0;0;190233;143726;163939;162575;192000;184242;229625;223538;0;0;0;0;0;227872;200754;0;0;0;0;
1019000;"Powiat zduńskowolski";114850;112311;114029;110070;115086;114865;121584;122922;134247;170104;169250;75917;84743;86426;84656;82678;80183;85147;96475;105638;114400;126480;119120;106907;115563;110966;118431;121472;120095;121232;134657;166017;179353;148504;155883;154584;146313;164833;146750;160842;163011;179304;215771;231800;0;0;0;0;0;0;0;0;0;242255;0;0;0;0;0;0;0;0;0;133000;238325;174000;0;0;0;0;0;0;0;0;126250;0;0;0;0;0;0;0;0;0;0;0;210224;0;0;0;0;0;0;0;0;0;0;266426;0;0;0;0;0;0;0;0;0;0;0;0;114850;112311;114029;110070;115086;114865;121584;122922;134294;162429;169134;75917;84743;86426;84656;82678;80183;85147;96475;103627;114400;127510;119120;106907;115563;110966;118431;121472;120095;121232;134248;160491;178014;148504;155883;154584;146313;164833;146750;160842;163011;179304;204374;233125;0;0;0;0;0;0;0;0;0;242255;0;
1020000;"Powiat zgierski";149923;148479;133256;157204;147420;147974;141057;146826;149781;158942;201524;100237;96476;84783;91645;85115;86641;82988;83972;100858;107155;128699;146294;144487;131659;158856;145166;147143;135492;139141;147627;164351;195691;207236;219540;183614;222678;200683;204839;203162;223358;215814;244361;282192;262772;364568;359295;343404;322168;342484;293661;332476;233567;334238;320820;220669;280354;249660;204230;204152;213149;221475;234192;219219;267802;257798;129788;0;120508;119540;108460;0;0;100554;134557;131750;153572;204363;223788;178895;184508;180838;179121;173667;194589;202090;223280;219045;254863;299766;0;264830;248601;252075;251384;262423;246217;301695;297685;297845;391630;381906;337580;302471;359791;328403;360828;306683;447079;426531;143424;134463;123555;122103;120660;124604;124800;122222;136141;150926;179587;98499;95891;82291;86515;83619;86102;82524;83477;98714;106587;125957;142386;137370;129436;129538;120078;130863;125467;120182;135861;159843;185986;201869;201712;183614;181666;177309;177847;183704;203045;207369;235867;270572;233546;330741;299000;0;0;307870;270500;285222;167763;282946;179873;
1021000;"Powiat brzeziński";148343;142420;144070;148535;147697;147469;137277;128800;157634;192150;198365;62920;95929;82208;77384;97383;40948;88614;61125;114130;119545;99933;162280;148352;140366;139568;147151;148538;140214;125813;158496;178872;200510;230958;192593;242753;222331;182270;224421;221412;177600;225200;279033;275012;0;0;0;0;0;0;0;0;0;0;0;179222;193198;190696;187903;185629;195409;136908;0;211149;244763;247659;0;0;0;0;0;0;92244;0;148758;0;0;179649;178857;169781;164954;167310;168280;134544;0;223075;211979;227803;0;0;258578;268099;249008;245145;241167;0;283334;322625;315689;0;0;0;0;0;0;0;0;0;0;0;121324;119488;125753;97357;118194;104576;137657;128800;134493;153757;145991;64050;81281;73667;62161;80000;40948;85467;61125;99702;119545;102922;98593;130408;129529;80333;129232;128796;148502;125813;128106;145764;159572;226600;151130;0;161308;128880;0;206596;177600;200286;229213;200438;0;0;0;0;0;0;0;0;0;0;0;
1061000;"Powiat m.Łódź";226394;207881;206891;209074;200945;194735;190844;208455;233053;254494;272698;121444;115865;113948;107803;108068;104298;110005;124271;136181;159406;175314;205871;195708;193343;191141;183893;180967;186432;199083;216587;241750;268716;320958;303984;292667;290412;276478;282376;282918;298844;324251;349825;384354;492982;436303;398001;419816;403364;378600;379928;396363;435308;461164;533853;335452;321737;289386;285009;280362;267969;252334;261334;293734;292957;291051;169673;160346;151751;144867;145552;137193;133881;140012;150097;171916;179863;265682;257623;249446;235721;232575;225225;232589;237279;255384;271953;281033;367684;339561;328694;324837;312377;320541;318454;328331;354911;372860;403692;533881;479790;447714;457931;449634;409781;412393;460869;487432;491667;565605;180479;175976;166928;159985;164638;162538;164447;181687;195252;228753;254995;116432;113463;109396;102559;103210;99237;105091;119216;131174;153374;171296;182914;180796;165710;160919;161132;161607;164741;181941;197895;223429;257817;276168;273735;244940;232379;240135;247141;254255;269413;275721;320007;357345;412699;387884;354254;363884;357814;346506;356130;344042;372838;437349;499315;
