"Kod";"Nazwa";"ogółem;ogółem;2010;[zł]";"ogółem;ogółem;2011;[zł]";"ogółem;ogółem;2012;[zł]";"ogółem;ogółem;2013;[zł]";"ogółem;ogółem;2014;[zł]";"ogółem;ogółem;2015;[zł]";"ogółem;ogółem;2016;[zł]";"ogółem;ogółem;2017;[zł]";"ogółem;ogółem;2018;[zł]";"ogółem;ogółem;2019;[zł]";"ogółem;ogółem;2020;[zł]";"ogółem;do 40 m2;2010;[zł]";"ogółem;do 40 m2;2011;[zł]";"ogółem;do 40 m2;2012;[zł]";"ogółem;do 40 m2;2013;[zł]";"ogółem;do 40 m2;2014;[zł]";"ogółem;do 40 m2;2015;[zł]";"ogółem;do 40 m2;2016;[zł]";"ogółem;do 40 m2;2017;[zł]";"ogółem;do 40 m2;2018;[zł]";"ogółem;do 40 m2;2019;[zł]";"ogółem;do 40 m2;2020;[zł]";"ogółem;od 40,1 do 60 m2;2010;[zł]";"ogółem;od 40,1 do 60 m2;2011;[zł]";"ogółem;od 40,1 do 60 m2;2012;[zł]";"ogółem;od 40,1 do 60 m2;2013;[zł]";"ogółem;od 40,1 do 60 m2;2014;[zł]";"ogółem;od 40,1 do 60 m2;2015;[zł]";"ogółem;od 40,1 do 60 m2;2016;[zł]";"ogółem;od 40,1 do 60 m2;2017;[zł]";"ogółem;od 40,1 do 60 m2;2018;[zł]";"ogółem;od 40,1 do 60 m2;2019;[zł]";"ogółem;od 40,1 do 60 m2;2020;[zł]";"ogółem;od 60,1 do 80 m2;2010;[zł]";"ogółem;od 60,1 do 80 m2;2011;[zł]";"ogółem;od 60,1 do 80 m2;2012;[zł]";"ogółem;od 60,1 do 80 m2;2013;[zł]";"ogółem;od 60,1 do 80 m2;2014;[zł]";"ogółem;od 60,1 do 80 m2;2015;[zł]";"ogółem;od 60,1 do 80 m2;2016;[zł]";"ogółem;od 60,1 do 80 m2;2017;[zł]";"ogółem;od 60,1 do 80 m2;2018;[zł]";"ogółem;od 60,1 do 80 m2;2019;[zł]";"ogółem;od 60,1 do 80 m2;2020;[zł]";"ogółem;od 80,1 m2;2010;[zł]";"ogółem;od 80,1 m2;2011;[zł]";"ogółem;od 80,1 m2;2012;[zł]";"ogółem;od 80,1 m2;2013;[zł]";"ogółem;od 80,1 m2;2014;[zł]";"ogółem;od 80,1 m2;2015;[zł]";"ogółem;od 80,1 m2;2016;[zł]";"ogółem;od 80,1 m2;2017;[zł]";"ogółem;od 80,1 m2;2018;[zł]";"ogółem;od 80,1 m2;2019;[zł]";"ogółem;od 80,1 m2;2020;[zł]";"rynek pierwotny;ogółem;2010;[zł]";"rynek pierwotny;ogółem;2011;[zł]";"rynek pierwotny;ogółem;2012;[zł]";"rynek pierwotny;ogółem;2013;[zł]";"rynek pierwotny;ogółem;2014;[zł]";"rynek pierwotny;ogółem;2015;[zł]";"rynek pierwotny;ogółem;2016;[zł]";"rynek pierwotny;ogółem;2017;[zł]";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;do 40 m2;2010;[zł]";"rynek pierwotny;do 40 m2;2011;[zł]";"rynek pierwotny;do 40 m2;2012;[zł]";"rynek pierwotny;do 40 m2;2013;[zł]";"rynek pierwotny;do 40 m2;2014;[zł]";"rynek pierwotny;do 40 m2;2015;[zł]";"rynek pierwotny;do 40 m2;2016;[zł]";"rynek pierwotny;do 40 m2;2017;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2010;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2011;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2012;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2013;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2014;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2015;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2016;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2017;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2010;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2011;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2012;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2013;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2014;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2015;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2016;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2017;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2010;[zł]";"rynek pierwotny;od 80,1 m2;2011;[zł]";"rynek pierwotny;od 80,1 m2;2012;[zł]";"rynek pierwotny;od 80,1 m2;2013;[zł]";"rynek pierwotny;od 80,1 m2;2014;[zł]";"rynek pierwotny;od 80,1 m2;2015;[zł]";"rynek pierwotny;od 80,1 m2;2016;[zł]";"rynek pierwotny;od 80,1 m2;2017;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek wtórny;ogółem;2010;[zł]";"rynek wtórny;ogółem;2011;[zł]";"rynek wtórny;ogółem;2012;[zł]";"rynek wtórny;ogółem;2013;[zł]";"rynek wtórny;ogółem;2014;[zł]";"rynek wtórny;ogółem;2015;[zł]";"rynek wtórny;ogółem;2016;[zł]";"rynek wtórny;ogółem;2017;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;do 40 m2;2010;[zł]";"rynek wtórny;do 40 m2;2011;[zł]";"rynek wtórny;do 40 m2;2012;[zł]";"rynek wtórny;do 40 m2;2013;[zł]";"rynek wtórny;do 40 m2;2014;[zł]";"rynek wtórny;do 40 m2;2015;[zł]";"rynek wtórny;do 40 m2;2016;[zł]";"rynek wtórny;do 40 m2;2017;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2010;[zł]";"rynek wtórny;od 40,1 do 60 m2;2011;[zł]";"rynek wtórny;od 40,1 do 60 m2;2012;[zł]";"rynek wtórny;od 40,1 do 60 m2;2013;[zł]";"rynek wtórny;od 40,1 do 60 m2;2014;[zł]";"rynek wtórny;od 40,1 do 60 m2;2015;[zł]";"rynek wtórny;od 40,1 do 60 m2;2016;[zł]";"rynek wtórny;od 40,1 do 60 m2;2017;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2010;[zł]";"rynek wtórny;od 60,1 do 80 m2;2011;[zł]";"rynek wtórny;od 60,1 do 80 m2;2012;[zł]";"rynek wtórny;od 60,1 do 80 m2;2013;[zł]";"rynek wtórny;od 60,1 do 80 m2;2014;[zł]";"rynek wtórny;od 60,1 do 80 m2;2015;[zł]";"rynek wtórny;od 60,1 do 80 m2;2016;[zł]";"rynek wtórny;od 60,1 do 80 m2;2017;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2010;[zł]";"rynek wtórny;od 80,1 m2;2011;[zł]";"rynek wtórny;od 80,1 m2;2012;[zł]";"rynek wtórny;od 80,1 m2;2013;[zł]";"rynek wtórny;od 80,1 m2;2014;[zł]";"rynek wtórny;od 80,1 m2;2015;[zł]";"rynek wtórny;od 80,1 m2;2016;[zł]";"rynek wtórny;od 80,1 m2;2017;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";
1417000;"Powiat otwocki";49358786;63318575;50071991;47461612;52605259;43140737;55642716;80684448;69791425;100851491;107787700;4731396;5681120;5862617;5802494;3673425;5499899;8227071;8121364;9542794;8361796;6355390;18268392;27708139;20102088;20374867;27572389;20648395;25441876;33204950;22941276;33124728;29230838;11164922;18041711;11245208;10446219;9739500;11581443;12559371;20005410;21682657;24216620;20421700;15194076;11887605;12862078;10838032;11619945;5411000;9414398;19352724;15624698;35148347;51779772;8455379;26672289;20293079;14072958;17267758;9332586;20699616;41528198;23757320;38039240;45775702;0;772120;455005;1287384;463668;1011899;1738571;2772764;1940192;1194046;1050040;840559;10137181;5823288;3330471;8468332;3291443;9180276;19451950;8243775;8781515;7157990;1120697;7993588;4838208;3563719;0;2418244;5754371;9210260;5248655;5462233;7815700;6194000;7769400;9176578;5891384;7648758;2611000;4026398;10093224;8324698;22601446;29751972;40903407;36646286;29778912;33388654;35337501;33808151;34943100;39156250;46034105;62812251;62011998;4431273;4909000;5407612;4515110;3209757;4488000;6488500;5348600;7602602;7167750;5305350;17427833;17570958;14278800;17044396;19104057;17356952;16261600;13753000;14697501;24343213;22072848;10044225;10048123;6407000;6882500;9052500;9163199;6805000;10795150;16434002;18754387;12606000;9000076;4118205;3685500;4946648;3971187;2800000;5388000;9259500;7300000;12546901;22027800;
1418000;"Powiat piaseczyński";1005878211;530711863;428671271;422672587;260575873;250123182;274062098;183409424;163704426;511125309;1176822147;154287501;46187675;29999678;32522241;24849196;21660713;27735122;23018226;16536745;45329723;97004608;447987650;242184657;151796701;154517484;78286410;83234795;77271012;64105902;55838406;134518758;361819485;272415079;121145952;87399402;95850049;55466884;51567633;62642590;33814995;37213984;176085157;285638259;131187981;121193579;159475490;139782813;101973383;93660041;106413374;62470301;54115291;155191671;432359795;768431680;381960520;300914121;275168692;133013365;109146649;89333424;17677591;20988594;293226158;596902258;118657196;22811973;14759727;13677975;8057889;1267752;1729235;0;1530595;18237435;31166042;354258970;183402922;99000840;89286749;30230349;25063898;14004779;3234379;4566256;61824069;177907331;211052819;91500364;59721981;66717172;30006904;25145981;25696025;0;4803083;126115276;150742379;84462695;84245261;127431573;105486796;64718223;57669018;47903385;13648500;10088660;87049378;237086506;237446531;148751343;127757150;147503895;127562508;140976533;184728674;165731833;142715832;217899151;579919889;35630305;23375702;15239951;18844266;16791307;20392961;26005887;22593514;15006150;27092288;65838566;93728680;58781735;52795861;65230735;48056061;58170897;63266233;60871523;51272150;72694689;183912154;61362260;29645588;27677421;29132877;25459980;26421652;36946565;33444995;32410901;49969881;134895880;46725286;36948318;32043917;34296017;37255160;35991023;58509989;48821801;44026631;68142293;195273289;
1419000;"Powiat płocki";0;0;0;4838143;4272716;4336732;6258495;4687054;8147507;8409388;10635409;0;0;0;925335;623700;823939;768719;601500;189775;447000;689730;0;0;0;1869996;2524516;973303;3671187;2482554;3635758;1618690;2939194;0;0;0;2042812;1124500;1949490;1505110;1357000;1968240;2205698;3118116;0;0;0;0;0;0;0;0;2353734;4138000;3888369;0;0;0;2822543;1376973;1005811;2820269;1209414;3362814;1792238;2300786;0;0;0;577335;0;0;0;0;0;0;0;0;0;0;647696;1376973;0;2495269;0;1172870;0;0;0;0;0;1597512;0;0;0;663000;906240;0;813324;0;0;0;0;0;0;0;0;1283704;1263000;1487462;0;0;0;2015600;2895743;3330921;3438226;3477640;4784693;6617150;8334623;0;0;0;348000;623700;712000;651719;601500;189775;447000;689730;0;0;0;1222300;1147543;669431;1175918;2182140;2462888;1618690;2939194;0;0;0;445300;1124500;1949490;1297110;694000;1062000;1676460;2304792;0;0;0;0;0;0;0;0;1070030;2875000;2400907;
1420000;"Powiat płoński";14689425;23277742;21032210;18421741;17434965;20501477;23033452;18560143;18930641;18198060;29445091;2419681;2867534;4439349;2160611;3317809;2696171;4016935;4112734;4534196;3774538;4217839;6850909;12241861;9244819;10666110;8619989;9233053;12963370;10080527;8125813;9293052;12088833;4521231;7597117;5919642;4897520;4354267;6372973;5497147;3746882;5515632;4460470;9488434;897604;571230;1428400;697500;1142900;2199280;556000;0;755000;670000;3649985;3456681;13379081;12701095;9621136;7384545;9774523;15454609;4812493;2292584;477948;10133181;415921;666470;2153239;739434;1096389;833190;2151435;590004;663306;0;829863;1907046;7690764;5871541;6256682;4193489;4257415;9018027;4017489;1421346;0;2576099;0;4714617;3974985;2357020;1266767;3200638;4285147;0;0;0;5241234;667604;0;0;0;827900;1483280;0;0;0;0;1485985;11232744;9898661;8331115;8800605;10050420;10726954;7578843;13747650;16638057;17720112;19311910;2003760;2201064;2286110;1421177;2221420;1862981;1865500;3522730;3870890;3594300;3387976;4943863;4551097;3373278;4409428;4426500;4975638;3945343;6063038;6704467;9293052;9512734;4055121;2882500;1944657;2540500;3087500;3172335;1212000;3541882;5307700;4162760;4247200;0;0;0;429500;0;716000;556000;0;755000;670000;2164000;
1421000;"Powiat pruszkowski";148246327;122919468;176362315;163955132;215172624;205923403;272003419;456622839;290018372;258758700;407987717;22590292;13774250;19961003;17336918;22332253;17762645;26884117;67222181;39822026;20679248;38831312;57502948;45422219;79158041;63416040;90636574;81550656;99157133;202027326;111901143;96942954;143775357;33508509;34883930;42511311;32676143;53116608;51482683;51815993;88315912;56693373;43097433;93674184;34644578;28839069;34731960;50526031;49087189;55127419;94146176;99057420;81601830;98039065;131706864;46769360;42236937;108685946;103336547;137048521;126007897;181801462;343863322;170482461;136505729;252701530;2804521;3526784;6049386;4844367;11193777;6887336;13420217;55149881;24562746;5230151;20264553;13596376;13718422;50560235;37800169;52562079;46247739;65859244;154491600;58843005;42357080;88598883;10805393;12390638;31966523;21956480;38058367;34257803;33947925;63500221;32110808;20327933;60341469;19563070;12601093;20109802;38735531;35234298;38615019;68574076;70721620;54965902;68590565;83496625;101476967;80682531;67676369;60618585;78124103;79915506;90201957;112759517;119535911;122252971;155286187;19785771;10247466;13911617;12492551;11138476;10875309;13463900;12072300;15259280;15449097;18566759;43906572;31703797;28597806;25615871;38074495;35302917;33297889;47535726;53058138;54585874;55176474;22703116;22493292;10544788;10719663;15058241;17224880;17868068;24815691;24582565;22769500;33332715;15081508;16237976;14622158;11790500;13852891;16512400;25572100;28335800;26635928;29448500;48210239;
1422000;"Powiat przasnyski";5298517;22852529;8144970;12340280;8894111;14128261;7917750;22226329;9578880;28582588;25644303;1190334;2118263;1144800;1126000;906900;1888500;1257000;1700600;1434725;1495778;3120311;2664183;9631787;4363221;6445280;4637000;5495000;2730000;10808864;5340966;13184883;14879183;1319000;9736321;1827726;4014000;2484500;6354761;3174850;8676865;2591189;12721687;5997389;0;1366158;809223;755000;865711;0;0;1040000;0;1180240;1647420;0;13321006;560000;5986780;1595000;8253011;1119250;11285579;2476677;16888588;15535303;0;789950;0;472000;0;405000;0;363500;0;0;1816167;0;5343344;440000;3297780;1163000;3043000;0;5800764;1600725;7207883;9049327;0;6096094;0;2217000;0;4805011;0;4601315;742427;9287687;3607389;0;1091618;0;0;0;0;0;0;0;0;1062420;5194213;9531523;7584970;6353500;7299111;5875250;6798500;10940750;7102203;11694000;10109000;1190334;1328313;1024800;654000;906900;1483500;1257000;1337100;1301200;1428000;1304144;2559879;4288443;3923221;3147500;3474000;2452000;2597500;5008100;3740241;5977000;5829856;1319000;3640227;1827726;1797000;2052500;1549750;2944000;4075550;1848762;3434000;2390000;0;0;809223;755000;865711;0;0;0;0;855000;0;
1423000;"Powiat przysuski";647000;1333600;937000;649000;830200;831500;1271338;1681500;2337778;2268500;1676500;352000;0;267000;310000;0;0;205338;460500;605778;818000;366500;0;896000;670000;339000;638200;396000;440000;1101000;950000;900500;1310000;0;0;0;0;0;327500;546000;0;782000;550000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647000;1333600;937000;649000;830200;831500;1271338;1681500;2337778;2268500;1676500;352000;0;267000;310000;0;0;205338;460500;605778;818000;366500;0;896000;670000;339000;638200;396000;440000;1101000;950000;900500;1310000;0;0;0;0;0;327500;546000;0;782000;550000;0;0;0;0;0;0;0;0;0;0;0;0;
1424000;"Powiat pułtuski";22246208;15858502;14531062;18248598;10765616;17093618;21999210;17878383;18861571;31030697;15887213;2378528;3331847;2983178;4270665;2370500;3870370;3100600;2938129;2869380;4937601;2117500;12139414;6159538;8065690;8371278;5136115;7680228;11646610;11493294;9321652;20697896;8686254;6903603;5661117;2993470;5397155;2719001;4980020;6807000;3046960;6670539;5095200;4128459;824663;706000;0;0;540000;0;445000;0;0;0;955000;12360577;7906141;7198001;14683398;3803665;11511048;14877910;10720123;9301832;10386170;5742473;869230;718143;958208;3032465;652500;2511000;1686300;1771129;747380;1210200;0;7563506;3156081;4044599;6757778;2213165;5943228;8340610;7856794;5566652;7239470;3555807;3684841;3540917;1706470;4683655;758000;3056820;4851000;1092200;2987800;1936500;1880166;0;0;0;0;0;0;0;0;0;0;0;9885631;7952361;7333061;3565200;6961951;5582570;7121300;7158260;9559739;20644527;10144740;1509298;2613704;2024970;1238200;1718000;1359370;1414300;1167000;2122000;3727401;1811000;4575908;3003457;4021091;1613500;2922950;1737000;3306000;3636500;3755000;13458426;5130447;3218762;2120200;1287000;713500;1961001;1923200;1956000;1954760;3682739;3158700;2248293;581663;0;0;0;0;0;445000;0;0;0;955000;
1425000;"Powiat radomski";2413619;1344500;2528250;2354000;2888707;4636500;4261000;10059722;8901449;8317965;7131700;278376;558500;454250;708000;522000;659500;806000;1589234;2487238;1943800;1138000;1354300;641000;1774000;1527000;1904000;2880000;2225000;5616314;4524611;4100165;3729700;573500;0;0;0;359500;852000;1230000;2709174;1689600;2110000;1191000;0;0;0;0;0;0;0;0;0;0;1073000;0;0;0;0;0;0;0;1411086;442628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575998;0;0;0;0;0;0;0;0;0;0;682775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2413619;1344500;2528250;2354000;2888707;4636500;4261000;8648636;8458821;8128300;7131700;278376;558500;454250;708000;522000;659500;806000;1436921;2358650;1943800;1138000;1354300;641000;1774000;1527000;1904000;2880000;2225000;5040316;4210571;3910500;3729700;573500;0;0;0;359500;852000;1230000;2026399;1689600;2110000;1191000;0;0;0;0;0;0;0;0;0;0;1073000;
1426000;"Powiat siedlecki";388000;311900;995500;2270500;777000;761510;1696000;2792179;3622730;2697900;5427600;80000;0;0;174000;0;132510;0;92000;248000;0;0;0;0;280000;741500;0;160000;466000;0;353010;0;0;0;0;0;0;0;0;0;299000;0;350900;0;0;0;550000;1125000;0;0;1230000;2258179;2781720;2027000;4788600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;388000;311900;995500;2270500;777000;761510;1696000;2792179;3622730;2697900;5427600;80000;0;0;174000;0;132510;0;92000;248000;0;0;0;0;280000;741500;0;160000;466000;0;353010;0;0;0;0;0;0;0;0;0;299000;0;350900;0;0;0;550000;1125000;0;0;1230000;2258179;2781720;2027000;4788600;
1427000;"Powiat sierpecki";6877559;1641300;3651806;8371154;2972945;5591950;6266000;18055541;32201707;11264303;17623352;378000;242800;932000;431792;552230;828000;1237500;1535249;4185708;1590798;1482392;4969557;1183500;2719806;5318889;1478715;3416450;2734500;12913674;17935408;6847878;10382443;1530002;0;0;2620473;862000;1064500;1844000;2672383;10080591;2550627;4499737;0;0;0;0;0;283000;0;0;0;0;1258780;4582159;0;1686406;5683478;0;0;0;13081148;25719960;1407803;7509742;0;0;378000;0;0;0;0;607249;3013213;330798;0;3624157;0;1308406;3387213;0;0;0;10596516;13805344;462378;5309405;958002;0;0;2182473;0;0;0;1877383;8901403;614627;2200337;0;0;0;0;0;0;0;0;0;0;0;2295400;1568500;1965400;2687676;2693400;5591950;6266000;4974393;6481747;9856500;10113610;378000;0;554000;318000;458000;828000;1237500;928000;1172495;1260000;1482392;1345400;1183500;1411400;1931676;1293400;3416450;2734500;2317158;4130064;6385500;5073038;572000;0;0;438000;862000;1064500;1844000;795000;1179188;1936000;2299400;0;0;0;0;0;283000;0;0;0;0;1258780;
1428000;"Powiat sochaczewski";294200;238000;8826512;10590851;31906103;16079730;20078348;22603918;26693943;29727630;20533770;0;0;2228040;3856230;7552466;4192000;4982720;4431690;7388382;7658289;5838285;0;238000;3888500;4511290;8099909;6583300;9223928;10841728;10915625;14304965;8986485;0;0;2619972;1788500;14736694;3994000;5661700;6267500;7822936;7146876;5029000;0;0;0;0;1517034;1310430;0;1063000;567000;0;680000;0;0;0;1124426;14767922;0;1327448;0;1315093;1925496;0;0;0;0;399930;3458966;0;419220;0;626732;0;0;0;0;0;0;1805228;0;908228;0;0;613588;0;0;0;0;0;7986694;0;0;0;0;809000;0;0;0;0;0;1517034;0;0;0;0;0;0;294200;238000;8641540;9466425;17138181;15624730;18750900;22408918;25378850;27802134;20018770;0;0;2228040;3456300;4093500;4192000;4563500;4431690;6761650;7520381;5838285;0;238000;3888500;4030625;6294681;6128300;8315700;10841728;10518100;13691377;8471485;0;0;2435000;1788500;6750000;3994000;5661700;6072500;7532100;6337876;5029000;0;0;0;0;0;1310430;0;1063000;567000;0;680000;
1429000;"Powiat sokołowski";0;5910707;4745918;5443386;14925981;16198969;11455110;27366784;12441129;36556215;16644700;0;834000;1039219;1180000;1468023;2453333;1167008;3314881;2456719;3264645;1887754;0;3227998;2224026;3041818;9034429;9348742;6805765;17770667;7906402;18859868;9446950;0;1392709;1272673;1021568;4038529;3826019;3482337;5359167;2078008;12760592;4959996;0;0;0;0;0;0;0;922069;0;1671110;0;0;1224469;1047758;0;8850781;4745662;6407580;7091088;5137297;17586380;7752702;0;0;0;0;635923;360445;512008;535217;633334;988429;577254;0;0;0;0;5332929;2655526;3790093;3751966;3640955;9766884;4168512;0;694309;773673;0;2881929;1729691;2105479;2803905;863008;5419957;3006936;0;0;0;0;0;0;0;0;0;1411110;0;0;4686238;3698160;5207818;6075200;11453307;5047530;20275696;7303832;18969835;8891998;0;834000;920160;1180000;832100;2092888;655000;2779664;1823385;2276216;1310500;0;2953838;2069000;3041818;3701500;6693216;3015672;14018701;4265447;9092984;5278438;0;698400;0;786000;1156600;2096328;1376858;2555262;1215000;7340635;1953060;0;0;0;0;0;0;0;922069;0;0;0;
1430000;"Powiat szydłowiecki";1328190;2684392;2106231;1622956;2704000;1578210;2015017;7695097;4862480;2968100;3386000;366700;617528;476608;255100;614000;312710;512378;934158;1125472;587100;940000;581490;1569864;1326623;1367856;1540000;945500;942639;3704197;2347053;1636000;2057000;0;497000;0;0;550000;320000;560000;3056742;910202;745000;389000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313399;0;0;0;0;0;0;0;0;0;0;224146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1328190;2684392;2106231;1622956;2704000;1578210;1795298;7381698;4764480;2849800;3386000;366700;617528;476608;255100;614000;312710;512378;710012;1027472;468800;940000;581490;1569864;1326623;1367856;1540000;945500;722920;3614944;2347053;1636000;2057000;0;497000;0;0;550000;320000;560000;3056742;910202;745000;389000;0;0;0;0;0;0;0;0;0;0;0;
1432000;"Powiat warszawski zachodni";52678351;85430574;111778169;127584345;140150561;154157932;82406204;176673602;312111739;350013463;327867413;4857701;8037920;14890922;19226122;15454729;13380392;7279816;4688471;16383983;9954097;11093536;23813203;31329567;34968564;61562881;59409204;55193240;26457809;30819999;82758546;56391504;70062820;13161580;24233682;30903470;26936256;28580540;31884979;19530669;44738226;53506071;53645099;33330921;10845867;21829405;31015213;19859086;36706088;53699321;29137910;96426906;159463139;230022763;213380136;31306990;58569668;86935835;92732734;102290514;100854641;46244542;119500748;217673055;239110043;199316227;1705840;4579494;11634493;16456067;11691985;9662914;3506686;1950239;7689583;2794997;3677436;15991525;22819041;30172372;50760825;48052255;37961937;14398047;16130916;63554442;32614239;37344420;9103758;17373833;26259557;19096956;20627505;18567569;10715633;33842842;38489557;33349101;14264617;4505867;13797300;18869413;6418886;21918769;34662221;17624176;67576751;107939473;170351706;144029754;21371361;26860906;24842334;34851611;37860047;53303291;36161662;57172854;94438684;110903420;128551186;3151861;3458426;3256429;2770055;3762744;3717478;3773130;2738232;8694400;7159100;7416100;7821678;8510526;4796192;10802056;11356949;17231303;12059762;14689083;19204104;23777265;32718400;4057822;6859849;4643913;7839300;7953035;13317410;8815036;10895384;15016514;20295998;19066304;6340000;8032105;12145800;13440200;14787319;19037100;11513734;28850155;51523666;59671057;69350382;
1433000;"Powiat węgrowski";1197900;997000;3811600;4746200;2983950;3599500;3643500;10238915;1139000;4799765;7835283;260500;0;469500;604240;417000;524500;698500;816935;0;379765;3049317;603800;617000;1946100;2851400;1019950;1173000;1936000;6287304;0;2508000;2515877;0;0;1396000;902500;1257000;1902000;789000;2549676;615000;1647000;2270089;0;0;0;0;0;0;0;585000;0;0;0;0;0;2510200;1716500;0;647000;0;6924915;0;720165;2152107;0;0;0;0;0;0;0;0;0;0;1495117;0;0;948100;950700;0;0;0;5095304;0;0;0;0;0;1396000;0;0;0;0;1698676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1197900;997000;1301400;3029700;2769950;2952500;3503500;3314000;1139000;4079600;5683176;260500;0;303400;412000;417000;434500;698500;686000;0;0;1554200;603800;617000;998000;1900700;1019950;988000;1796000;1192000;0;2282000;2133017;0;0;0;717000;1043000;1530000;789000;851000;615000;1399600;1995959;0;0;0;0;0;0;0;585000;0;0;0;
1434000;"Powiat wołomiński";102074905;90032253;145949071;218598998;159191401;305808044;430300419;442132887;402326208;573516769;722103317;7841277;14351300;13590361;21568308;21907131;29976925;36038307;41807732;27646995;43766510;40530359;30798225;32029465;51430686;59681240;55839144;98584299;122301479;106341401;112847400;164366444;202813725;29748845;20777793;39008685;61773454;43249497;86878310;133992179;161756983;132605654;164886767;191173975;33686558;22873695;41919339;75575996;38195629;90368510;137968454;132226771;129226159;200497048;287585258;24551980;16036036;35290137;41155687;40099776;182637015;312145588;289886880;229234620;330227415;421762222;909875;965116;1745814;1393818;1684381;14617425;16770163;16646870;4482357;7849329;8407694;4007065;4833984;17822083;6751537;8952233;48156306;76365604;37975381;34031019;54898265;73345581;10044910;2389641;6833013;14220934;11818136;58069374;104176450;125201659;90729904;102841339;105544576;9590130;7847295;8889227;18789398;17645026;61793910;114833371;110062970;99991340;164638482;234464371;77522925;73996217;110658934;177443311;119091625;123171029;118154831;152246007;173091588;243289354;300341095;6931402;13386184;11844547;20174490;20222750;15359500;19268144;25160862;23164638;35917181;32122665;26791160;27195481;33608603;52929703;46886911;50427993;45935875;68366020;78816381;109468179;129468144;19703935;18388152;32175672;47552520;31431361;28808936;29815729;36555324;41875750;62045428;85629399;24096428;15026400;33030112;56786598;20550603;28574600;23135083;22163801;29234819;35858566;53120887;
